name,current_price,original_price,discount,url,full_url,image,brand,product_id
,"KSh 8,600",,14%,/itel-a90-6.6-4gb-ram-128gb-dual-sim-5000mah-black-1yr-wrty-314345157.html,https://www.jumia.co.ke/itel-a90-6.6-4gb-ram-128gb-dual-sim-5000mah-black-1yr-wrty-314345157.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/75/1543413/1.jpg?5298,Itel,IT910MP67CUXXNAFAMZ
,"KSh 15,499",,23%,/itel-s25-ultra-4g-6.78-8gb-ram-128gb-dual-sim-5000mah-black-1yr-wrty-free-buds-ace-pro-325309417.html,https://www.jumia.co.ke/itel-s25-ultra-4g-6.78-8gb-ram-128gb-dual-sim-5000mah-black-1yr-wrty-free-buds-ace-pro-325309417.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/71/4903523/1.jpg?6060,Itel,IT910MP656BSGNAFAMZ
,"KSh 11,699",,5%,/infinix-hot-60i-4g-6.7-6gb-ram-128gb-5160mah-silver-2yrs-wrty-325238710.html,https://www.jumia.co.ke/infinix-hot-60i-4g-6.7-6gb-ram-128gb-5160mah-silver-2yrs-wrty-325238710.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/01/7832523/1.jpg?7942,Infinix,IN213MP4ZO9G4NAFAMZ
,"KSh 12,199",,61%,/xiaomi-redmi-15c-6.88-inchesupto-8gb-ram128gb-rombattery-5000-mah-comes-with-free-gifts-airpods-led-watch-powerbank-for-you-ledpwbi12-black-325233624.html,https://www.jumia.co.ke/xiaomi-redmi-15c-6.88-inchesupto-8gb-ram128gb-rombattery-5000-mah-comes-with-free-gifts-airpods-led-watch-powerbank-for-you-ledpwbi12-black-325233624.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/42/6332523/1.jpg?0786,XIAOMI,XI996MP5NZTICNAFAMZ
,"KSh 8,999",,22%,/xiaomi-poco-c71-6.88-128gb-4gb-ram-dual-sim-5200mah-black-25-months-warranty-317707576.html,https://www.jumia.co.ke/xiaomi-poco-c71-6.88-128gb-4gb-ram-dual-sim-5200mah-black-25-months-warranty-317707576.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/67/5707713/1.jpg?0919,XIAOMI,XI996MP62UBF7NAFAMZ
,"KSh 7,499",,25%,/poco-c71-6.88-64gb-3gb-ram-dual-sim-5200mah-black-25-months-warranty-317707653.html,https://www.jumia.co.ke/poco-c71-6.88-64gb-3gb-ram-dual-sim-5200mah-black-25-months-warranty-317707653.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/35/6707713/1.jpg?9047,Poco,XI996MP5JUL83NAFAMZ
,"KSh 14,500",,9%,/tecno-spark-40-6.67-256gb-rom-8gb-ram-8gb-extended-dual-sim-5200mah-ink-black-1yr-wrty-325412602.html,https://www.jumia.co.ke/tecno-spark-40-6.67-256gb-rom-8gb-ram-8gb-extended-dual-sim-5200mah-ink-black-1yr-wrty-325412602.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/20/6214523/1.jpg?1688,Tecno,TE685MP5AW13GNAFAMZ
,"KSh 18,999",,21%,/samsung-galaxy-a17-5g-6.7-4gb-ram-128gb-5000mah-black-2yrs-wrty-326021589.html,https://www.jumia.co.ke/samsung-galaxy-a17-5g-6.7-4gb-ram-128gb-5000mah-black-2yrs-wrty-326021589.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/98/5120623/1.jpg?6746,Samsung,SA948MP6L9HVINAFAMZ
,"KSh 9,750",,19%,/itel-city-100-6.75-6gb-ram-128gb-5200mah-dual-sim-blue-316824507.html,https://www.jumia.co.ke/itel-city-100-6.75-6gb-ram-128gb-5200mah-dual-sim-blue-316824507.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/70/5428613/1.jpg?8658,Itel,IT910MP64M0P9NAFAMZ
,"KSh 13,499",,29%,/poco-c75-6.88-256gb-8gb-ram-dual-sim-5160mah-4g-black-25-months-warranty-286402589.html,https://www.jumia.co.ke/poco-c75-6.88-256gb-8gb-ram-dual-sim-5160mah-4g-black-25-months-warranty-286402589.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/98/5204682/1.jpg?3577,Poco,PO667MP4XQBV8NAFAMZ
,"KSh 8,200",,25%,/infinix-smart-10-6.67-3gb-ram-64gb-dual-sim-titanium-324975330.html,https://www.jumia.co.ke/infinix-smart-10-6.67-3gb-ram-64gb-dual-sim-titanium-324975330.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/03/3579423/1.jpg?5353,Infinix,IN213MP50M0HINAFAMZ
,"KSh 11,399",,43%,/samsung-galaxy-a06-6.7-display-4gb-ram-128gb-rom-5000mah-dual-black-278280171.html,https://www.jumia.co.ke/samsung-galaxy-a06-6.7-display-4gb-ram-128gb-rom-5000mah-dual-black-278280171.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/17/1082872/1.jpg?2433,Samsung,SA948MP3L9DTRNAFAMZ
,"KSh 14,399",,10%,/poco-c85-6.9-256gb-8gb-ram-dual-sim-6000mah-4g-black-25-months-warranty-325669322.html,https://www.jumia.co.ke/poco-c85-6.9-256gb-8gb-ram-dual-sim-6000mah-4g-black-25-months-warranty-325669322.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/22/3966523/1.jpg?8897,Poco,XI996MP5BY2UKNAFAMZ
,"KSh 9,750",,19%,/itel-city-100-6.75-6gb-ram-128gb-dual-sim-5200mah-titanium-319270265.html,https://www.jumia.co.ke/itel-city-100-6.75-6gb-ram-128gb-dual-sim-5200mah-titanium-319270265.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/56/2072913/1.jpg?1533,Itel,IT910MP5W2RAZNAFAMZ
,"KSh 17,890",,28%,/samsung-galaxy-a16-6gb128gb-rom-6.7-hd-android-1450mp-camera-battery-5000mah-earbuds-adpter-phone-cover-black-303928964.html,https://www.jumia.co.ke/samsung-galaxy-a16-6gb128gb-rom-6.7-hd-android-1450mp-camera-battery-5000mah-earbuds-adpter-phone-cover-black-303928964.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/46/9829303/1.jpg?2911,Samsung,SA948MP5QL1QQNAFAMZ
,"KSh 15,799",,56%,/samsung-galaxy-a16-6.7-hd-4gb-ram-128gb-rom-dual-sim-50mp-5000mah-.-comes-with-free-gifts-c-to-c-header-silicone-cover-for-you-black-297050745.html,https://www.jumia.co.ke/samsung-galaxy-a16-6.7-hd-4gb-ram-128gb-rom-dual-sim-50mp-5000mah-.-comes-with-free-gifts-c-to-c-header-silicone-cover-for-you-black-297050745.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/54/7050792/1.jpg?9709,Samsung,SA948MP47N7P3NAFAMZ
,"KSh 22,999",,28%,/xiaomi-redmi-note-14-6.67-256gb-8gb-ram-dual-sim-5500mah-midnight-black-2yrs-wrty-309206688.html,https://www.jumia.co.ke/xiaomi-redmi-note-14-6.67-256gb-8gb-ram-dual-sim-5500mah-midnight-black-2yrs-wrty-309206688.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/88/6602903/1.jpg?3413,XIAOMI,XI996MP6FEC76NAFAMZ
,"KSh 13,499",,16%,/xiaomi-redmi-15c-4g-6.9-6gb-ram-128gb-6000mah-black25-months-warranty-325507985.html,https://www.jumia.co.ke/xiaomi-redmi-15c-4g-6.9-6gb-ram-128gb-6000mah-black25-months-warranty-325507985.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/58/9705523/1.jpg?3559,XIAOMI,XI996MP5XPZG8NAFAMZ
,"KSh 15,022",,21%,/oppo-a3x-6.67-128gb-4gb-ram-4g-lte-45w-flash-charge-dual-sim-5100-mah-ocean-blue-292152440.html,https://www.jumia.co.ke/oppo-a3x-6.67-128gb-4gb-ram-4g-lte-45w-flash-charge-dual-sim-5100-mah-ocean-blue-292152440.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/04/4251292/1.jpg?1796,Oppo,OP896MP3DPJFTNAFAMZ
,"KSh 16,699",,20%,/xiaomi-redmi-15c-6.9-up-to-16gb-extended-ram-256gb-storage-6000mah-dual-sim-black-1-year-warranty-294690832.html,https://www.jumia.co.ke/xiaomi-redmi-15c-6.9-up-to-16gb-extended-ram-256gb-storage-6000mah-dual-sim-black-1-year-warranty-294690832.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/23/8096492/1.jpg?6466,XIAOMI,XI996MP3P90MPNAFAMZ
,"KSh 11,990",,52%,/xiaomi-redmi-15c-6.88-4gb-128gb-android-15-dual-sim-ww-sp-black-275367413.html,https://www.jumia.co.ke/xiaomi-redmi-15c-6.88-4gb-128gb-android-15-dual-sim-ww-sp-black-275367413.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/31/4763572/1.jpg?8961,XIAOMI,XI996MP3TTCATNAFAMZ
,"KSh 18,999",,8%,/xiaomi-redmi-note-14-6.67-128gb-6gb-ram-dual-sim-5500mah-black-2yrs-wrty-315269973.html,https://www.jumia.co.ke/xiaomi-redmi-note-14-6.67-128gb-6gb-ram-dual-sim-5500mah-black-2yrs-wrty-315269973.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/37/9962513/1.jpg?3041,XIAOMI,XI996MP5L8FKRNAFAMZ
,"KSh 9,399",,47%,/freeyond-freeyond-m58gb128gb4g-6.52-smartphone-5000mahblue-109534189.html,https://www.jumia.co.ke/freeyond-freeyond-m58gb128gb4g-6.52-smartphone-5000mahblue-109534189.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/98/1435901/1.jpg?7588,Freeyond,FR407MP39YWKMNAFAMZ
